CTFT id;Family;Species;Specific gravity;Country;Sub-continent;Herbarium occurrence
11402;CAESALPINIACEAE;Bikinia grisea Wieringa;0.67;Gabon;Afrique;1
11403;CAESALPINIACEAE;Gilbertiodendron brachystegioides (Harms) J.Leonard;0.68;Gabon;Afrique;1
11404;ANNONACEAE;Greenwayodendron suaveolens (Engl. & Diels) Verdc.;0.78;Congo;Afrique;0
11405;OLACACEAE;Strombosia grandifolia Hook.f.;0.93;Congo;Afrique;0
11406;CLUSIACEAE;Symphonia globulifera L.f.;0.51;Congo;Afrique;0
11407;LAMIACEAE;Vitex doniana Sweet;0.5;Congo;Afrique;0
11408;APOCYNACEAE;Picralima nitida (Stpaf) Th. & H.Durand;;Congo;Afrique;0
11409;ANNONACEAE;Xylopia staudtii Engl. & Diels;0.48;Congo;Afrique;0
11410;CLUSIACEAE;Allanblackia staneriana Exell & Mendonca;0.78;Congo;Afrique;0
11411;BURSERACEAE;Santiria trimera (Oliv.) Aubrev.;0.6;Congo;Afrique;0
11412;SAPINDACEAE;Ganophyllum giganteum Haum.;0.78;Congo;Afrique;0
11413;BURSERACEAE;Dacryodes edulis (G.Don) H.J.Lam;0.59;Congo;Afrique;0
11414;IRVINGIACEAE;Irvingia gabonensis Baill.;1.02;Congo;Afrique;0
11415;OLACACEAE;Coula edulis Baill.;0.92;Congo;Afrique;0
11416;FABACEAE;Pterocarpus soyauxii Taub.;0.89;Congo;Afrique;0
11417;MYRISTICACEAE;Pycnanthus angolensis (Welw.) Warb.;0.41;Congo;Afrique;0
11418;CAESALPINIACEAE;Daniellia sp;0.55;Congo;Afrique;0
11419;SAPOTACEAE;Aningeria superba (Vermoesen) A.Chev.;0.65;Congo;Afrique;0
11420;CAESALPINIACEAE;Tetraberlinia bifoliolata (Harms) Hauman;0.69;Congo;Afrique;0
11421;SAPOTACEAE;Tieghemella africana Pierre;0.58;Congo;Afrique;0
11422;OLACACEAE;Heisteria zimmereri Engl.;0.78;Congo;Afrique;0
11423;URTICACEAE;Musanga cecropioides R.Br.;0.29;Congo;Afrique;0
11424;MALVACEAE;Cola verticillata (Thonn.) Stapf ex A.Chev.;0.61;Congo;Afrique;0
11425;SAPOTACEAE;Gambeya beguei Aubrev. & Pellegr.;0.61;Cote d'Ivoire;Afrique;1
11426;MYRISTICACEAE;Pycnanthus angolensis (Welw.) Warb.;0.43;Cote d'Ivoire;Afrique;1
11427;MYRISTICACEAE;Pycnanthus angolensis (Welw.) Warb.;0.47;Cote d'Ivoire;Afrique;1
11428;MYRISTICACEAE;Pycnanthus angolensis (Welw.) Warb.;0.43;Cote d'Ivoire;Afrique;1
11429;MYRISTICACEAE;Pycnanthus angolensis (Welw.) Warb.;0.46;Cote d'Ivoire;Afrique;1
11430;MYRISTICACEAE;Pycnanthus angolensis (Welw.) Warb.;0.44;Cote d'Ivoire;Afrique;1
11431;MYRISTICACEAE;Pycnanthus angolensis (Welw.) Warb.;0.4;Cote d'Ivoire;Afrique;1
11432;MYRISTICACEAE;Pycnanthus angolensis (Welw.) Warb.;0.49;Cote d'Ivoire;Afrique;1
11433;MORACEAE;Milicia excelsa (Welw.) C.C.Berg;0.56;Cote d'Ivoire;Afrique;1
11434;MORACEAE;Milicia excelsa (Welw.) C.C.Berg;0.58;Cote d'Ivoire;Afrique;1
11435;MORACEAE;Milicia excelsa (Welw.) C.C.Berg;0.63;Cote d'Ivoire;Afrique;1
11436;MORACEAE;Milicia excelsa (Welw.) C.C.Berg;0.71;Cote d'Ivoire;Afrique;1
11437;LAMIACEAE;Gmelina arborea Roxb.;;Cote d'Ivoire;Afrique;0
11438;LAMIACEAE;Gmelina arborea Roxb.;;Cote d'Ivoire;Afrique;0
11439;LAMIACEAE;Gmelina arborea Roxb.;;Cote d'Ivoire;Afrique;0
11440;LAMIACEAE;Gmelina arborea Roxb.;;Cote d'Ivoire;Afrique;0
11441;CAESALPINIACEAE;Didelotia unifoliolata J.Leonard;0.91;Gabon;Afrique;1
11442;CAESALPINIACEAE;Berlinia auriculata Benth.;0.69;Gabon;Afrique;1
11443;EBENACEAE;Diospyros sanza-minika A.Chev.;;Gabon;Afrique;1
11444;CAESALPINIACEAE;Gilbertiodendron preussii (Harms) J.Leonard;0.73;Gabon;Afrique;1
11445;BURSERACEAE;Dacryodes normandii Aubrev. & Pellegr.;0.6;Gabon;Afrique;1
11446;EUPHORBIACEAE;Klaineanthus gaboniae Pierre;0.72;Gabon;Afrique;1
11447;BURSERACEAE;Dacryodes osika H.J.Lam;0.74;Zaire;Afrique;1
11448;MELIACEAE;Entandrophragma angolense (Welw. ex DC.) C.DC.;0.42;Congo;Afrique;1
11449;RUBIACEAE;Cuviera nigrescens (Scott-Elliot ex Oliv.) Wernham;0.84;Cote d'Ivoire;Afrique;1
11450;FABACEAE;Wisteria sinensis (Sims) Sweet;;France;Europe;0
11451;MYRTACEAE;Eucalyptus camaldulensis Dehn.;0.89;Madagascar;Ocean Indien;0
11452;DIPTEROCARPACEAE;Dipterocarpus costatus Gaertn.f.;0.7;Cambodge;Asie continentale;0
11453;PINACEAE;Picea abies (L.) H.Karst.;;Finlande;Europe;0
11454;PINACEAE;Picea sp;;Russie;Asie continentale;0
11455;TAXACEAE;Taxus cuspidata Siebold & Zucc.;;Japon;Asie continentale;0
11456;TAXACEAE;Torreya nucifera (L.) Siebold & Zucc.;;Japon;Asie continentale;0
11457;PODOCARPACEAE;Nageia nagi Kuntze;;Japon;Asie continentale;0
11458;PINACEAE;Abies firma Siebold & Zucc.;;Japon;Asie continentale;0
11459;PINACEAE;Abies sachalinensis (F.Schmidt) Mast.;;Japon;Asie continentale;0
11460;PINACEAE;Larix kaempferi (Lamb.) Carriere;0.46;Japon;Asie continentale;0
11461;PINACEAE;Picea jezoensis (Siebold & Zucc.) Carriere;;Japon;Asie continentale;0
11462;PINACEAE;Pinus densiflora Siebold & Zucc.;;Japon;Asie continentale;0
11463;PINACEAE;Pinus thunbergii Parlatore;;Japon;Asie continentale;0
11464;PINACEAE;Pinus parvifolra Siebold & Zucc.;;Japon;Asie continentale;0
11465;PINACEAE;Pseudotsuga japonica (Shiras) Beissn.;;Japon;Asie continentale;0
11466;PINACEAE;Tsuga sieboldii Carriere;;Japon;Asie continentale;0
11467;TAXODIACEAE;Cryptomeria japonica D. Don;0.42;Japon;Asie continentale;0
11468;TAXODIACEAE;Sciadopitys verticillata Siebold & Zucc.;;Japon;Asie continentale;0
11469;CUPRESSACEAE;Chamaecyparis obtusa (Siebold & Zucc.) Endl.;;Japon;Asie continentale;0
11470;CUPRESSACEAE;Chamaecyparis pisifera (Siebold & Zucc.) Endl.;;Japon;Asie continentale;0
11471;CUPRESSACEAE;Thuja standishii (Gordon) Carriere;;Japon;Asie continentale;0
11472;CUPRESSACEAE;Thujopsis dolabrata (Thunb. ex L.f.) Siebold & Zucc.;;Japon;Asie continentale;0
11473;SALICACEAE;Populus maximowiczii Henry;0.36;Japon;Asie continentale;0
11474;JUGLANDACEAE;Juglans ailanthifolia Carriere;0.52;Japon;Asie continentale;0
11475;JUGLANDACEAE;Pterocarya rhoifolia Siebold & Zucc.;0.47;Japon;Asie continentale;0
11476;BETULACEAE;Alnus japonica Steud.;0.6;Japon;Asie continentale;0
11477;BETULACEAE;Betula grossa Siebold & Zucc.;;Japon;Asie continentale;0
11478;BETULACEAE;Betula maximowicziana Regel;0.67;Japon;Asie continentale;0
11479;BETULACEAE;Ostrya japonica Sarg.;0.75;Japon;Asie continentale;0
11480;BETULACEAE;Carpinus tschonoskii Maxim.;0.71;Japon;Asie continentale;0
11481;FAGACEAE;Castanea crenata Siebold & Zucc.;;Japon;Asie continentale;0
11482;FAGACEAE;Castanopsis cuspidata (Thunb.) Schottky;0.67;Japon;Asie continentale;0
11483;FAGACEAE;Fagus crenata Bluma;0.68;Japon;Asie continentale;0
11484;FAGACEAE;Quercus mongolica Fisch. ex Lebed.;;Japon;Asie continentale;0
11485;FAGACEAE;Quercus acuta Thunb. in Murray;0.89;Japon;Asie continentale;0
11486;FAGACEAE;Quercus myrsinifolia Blume;0.82;Japon;Asie continentale;0
11487;ULMACEAE;Ulmus davidiana Planch. var. japonica (Rehder) Nakai;0.55;Japon;Asie continentale;0
11488;ULMACEAE;Zelkova serrata (Thunb.) Makino;;Japon;Asie continentale;0
11489;MORACEAE;Morus alba L.;0.64;Japon;Asie continentale;0
11490;CERCIDIPHYLLACEAE;Cercidiphyllum japonicum Siebold & Zucc.;;Japon;Asie continentale;0
11491;MAGNOLIACEAE;Magnolia obovata Thunb.;0.5;Japon;Asie continentale;0
11492;LAURACEAE;Cinnamomum camphora (L.) J.Presl.;;Japon;Asie continentale;0
11493;LAURACEAE;Machilus thunbergii Sieb. & Zucc.;0.63;Japon;Asie continentale;0
11494;HAMAMELIDACEAE;Distylium racemosum Siebold & Zucc.;0.96;Japon;Asie continentale;0
11495;ROSACEAE;Prunus jamasakura Siebold ex Koidz.;0.61;Japon;Asie continentale;0
11496;RUTACEAE;Phellodendron sachalinense (F.Schmidt) Sarg.;0.36;Japon;Asie continentale;0
11497;SAPINDACEAE;Acer pictum Thunb. ssp  mono (Maxim.) Obashi;0.67;Japon;Asie continentale;0
11498;SAPINDACEAE;Aesculus turbinata Blume;0.59;Japon;Asie continentale;0
11499;MALVACEAE;Tilia japonica (Miq.) Simonkai;0.44;Japon;Asie continentale;0
11500;THEACEAE;Stewartia monadelpha Siebold & Zucc.;0.81;Japon;Asie continentale;0
11501;ARALIACEAE;Kalopanax septemlobus Koidz.;0.49;Japon;Asie continentale;0
11502;OLEACEAE;Fraxinus mandshurica Rupr.;0.5;Japon;Asie continentale;0
11503;OLEACEAE;Fraxinus platypoda Oliv.;0.47;Japon;Asie continentale;0
11504;PAULOWNIACEAE;Paulownia tomentosa (Thunb.) Steud.;0.3;Japon;Asie continentale;0
11505;RUBIACEAE;Oxyanthus speciosus A.DC.;0.71;Cote d'Ivoire;Afrique;1
11506;ASTERACEAE;Vernonia conferta Benth.;0.62;Guinee;Afrique;1
11507;RUBIACEAE;Rothmannia urcelliformis (Hiern) Bullock ex Robyns;0.66;Guinee;Afrique;1
11508;STILBACEAE;Nuxia congesta R.Br. ex Fresen.;0.74;Guinee;Afrique;1
11509;RUBIACEAE;Bertiera racemosa (G.Don) K.Schum.;0.66;Guinee;Afrique;1
11510;BURSERACEAE;Dacryodes pubescens H.J.Lam;0.7;Zaire;Afrique;1
11511;SAPINDACEAE;Pancovia sp;1.09;Gabon;Afrique;1
11512;ARECACEAE;Raphia sp;;Guinee;Afrique;1
11513;CAESALPINIACEAE;Brachystegia laurentii (De Wild.) Louis ex Hoyle;0.55;Gabon;Afrique;1
11514;CAESALPINIACEAE;Sindoropsis le-testui (Pellegr.) J.Leonard;0.74;Gabon;Afrique;1
11515;CAESALPINIACEAE;Oddoniodendron normandii Aubrev.;1.06;Gabon;Afrique;1
11516;RUBIACEAE;Canthium sp;0.76;Cote d'Ivoire;Afrique;1
11517;RUBIACEAE;Psydrax arnoldiana (De Wild.&T.Dur.) Bridson;0.66;Cote d'Ivoire;Afrique;1
11518;FAGACEAE;Quercus sp;;France;Europe;0
11519;FAGACEAE;Fagus sylvatica L.;;France;Europe;0
11520;PINACEAE;Picea abies (L.) H.Karst.;;France;Europe;0
11521;LAURACEAE;Ocotea macrocarpa Kosterm.;0.72;Madagascar;Ocean Indien;1
11522;LAURACEAE;Potameia sp;0.87;Madagascar;Ocean Indien;1
11523;LAURACEAE;Ravensara sp;;Madagascar;Ocean Indien;1
11524;LAURACEAE;Ocotea sp;;Madagascar;Ocean Indien;1
11525;LAURACEAE;Ocotea sp;0.7;Madagascar;Ocean Indien;1
11526;LAURACEAE;Potameia thouarsii Roem. & Schult.;0.71;Madagascar;Ocean Indien;1
11527;LAURACEAE;Cryptocarya spathulata Kosterm.;0.7;Madagascar;Ocean Indien;1
11528;LAURACEAE;Potameia chartacea Kosterm.;0.92;Madagascar;Ocean Indien;1
11529;LAURACEAE;Cryptocarya litoralis van der Werff;;Madagascar;Ocean Indien;1
11530;LAURACEAE;LAU indéterminé;;Madagascar;Ocean Indien;1
11531;LAURACEAE;Cryptocarya spathulata Kosterm.;1;Madagascar;Ocean Indien;1
11532;LAURACEAE;Ocotea racemosa (Danguy) Kosterm.;0.65;Madagascar;Ocean Indien;1
11533;LAURACEAE;Cryptocarya capuronii Kosterm.;0.9;Madagascar;Ocean Indien;1
11534;LAURACEAE;Ocotea racemosa (Danguy) Kosterm.;0.66;Madagascar;Ocean Indien;1
11535;LAURACEAE;Ravensara perrieri Dubard & Dop;0.67;Madagascar;Ocean Indien;1
11536;LAURACEAE;Cryptocarya septentrionalis van der Werff;0.71;Madagascar;Ocean Indien;1
11537;OLEACEAE;Noronhia sp;0.87;Madagascar;Ocean Indien;1
11538;LAURACEAE;LAU indéterminé;;Madagascar;Ocean Indien;1
11539;LAURACEAE;Potameia eglandulosa Kosterm.;0.78;Madagascar;Ocean Indien;1
11540;LAURACEAE;Potameia sp;0.83;Madagascar;Ocean Indien;1
11541;LAURACEAE;Ravensara sp;0.91;Madagascar;Ocean Indien;1
11542;LAURACEAE;Ravensara crassifolia (Baker) Danguy;0.59;Madagascar;Ocean Indien;1
11543;LAURACEAE;Ocotea auriculiformis Kosterm.;0.57;Madagascar;Ocean Indien;1
11544;LAURACEAE;Ocotea cymosa (Nees) Palacky;0.69;Madagascar;Ocean Indien;1
11545;LAURACEAE;LAU indéterminé;;Madagascar;Ocean Indien;1
11546;LAURACEAE;Ravensara sp;0.72;Madagascar;Ocean Indien;1
11547;LAURACEAE;Potameia thouarsiana (Baill.) Capuron;0.85;Madagascar;Ocean Indien;1
11548;LAURACEAE;Ocotea racemosa (Danguy) Kosterm.;0.69;Madagascar;Ocean Indien;1
11549;LAURACEAE;Cryptocarya litoralis van der Werff;0.78;Madagascar;Ocean Indien;1
11550;LAURACEAE;Aspidostemon andohahelense van der Werff;0.76;Madagascar;Ocean Indien;1
11551;LAURACEAE;Ocotea racemosa (Danguy) Kosterm.;0.59;Madagascar;Ocean Indien;1
11552;LAURACEAE;Ravensara sp;0.75;Madagascar;Ocean Indien;1
11553;LAURACEAE;Ocotea racemosa (Danguy) Kosterm.;0.64;Madagascar;Ocean Indien;1
11554;LAURACEAE;LAU indéterminé;;Madagascar;Ocean Indien;1
11555;LAURACEAE;Ravensara sp;;Madagascar;Ocean Indien;1
11556;LAURACEAE;Ravensara sp;0.71;Madagascar;Ocean Indien;1
11557;LAURACEAE;Beilschmiedia obovata Kosterm.;0.64;Madagascar;Ocean Indien;1
11558;LAURACEAE;Potameia eglandulosa Kosterm.;0.79;Madagascar;Ocean Indien;1
11559;LAURACEAE;Potameia sp;0.94;Madagascar;Ocean Indien;1
11560;LAURACEAE;Potameia sp;0.77;Madagascar;Ocean Indien;1
11561;LAURACEAE;Ravensara sp;0.69;Madagascar;Ocean Indien;1
11562;LAURACEAE;Ocotea comoriensis Kosterm.;0.67;Comores;Ocean Indien;1
11563;LAURACEAE;Ravensara areolata Kosterm.;0.68;Comores;Ocean Indien;1
11564;LAURACEAE;Ravensara sp;0.7;Comores;Ocean Indien;1
11565;LAURACEAE;Ravensara sp;0.81;Madagascar;Ocean Indien;1
11566;LAURACEAE;Ocotea trichantha Baker;0.65;Madagascar;Ocean Indien;1
11567;LAURACEAE;Beilschmiedia velutina (Kosterm.) Kosterm.;0.63;Madagascar;Ocean Indien;1
11568;CONNARACEAE;Ellipanthus madagascariensis Capuron ex Keraudren;;Madagascar;Ocean Indien;1
11569;LAURACEAE;Aspidostemon perrieri (Danguy) Rohwer;0.69;Madagascar;Ocean Indien;1
11570;LAURACEAE;Ravensara sp;0.58;Madagascar;Ocean Indien;1
11571;LAURACEAE;Ocotea trichophlebia Baker;0.57;Madagascar;Ocean Indien;1
11572;LAURACEAE;Aspidostemon louvelii Rohwer;;Madagascar;Ocean Indien;1
11573;LAURACEAE;Ravensara sp;;Madagascar;Ocean Indien;1
11574;LAURACEAE;Ravensara sp;;Madagascar;Ocean Indien;1
11575;LAURACEAE;Ocotea cymosa (Nees) Palacky;0.59;Madagascar;Ocean Indien;1
11576;LAURACEAE;Ocotea sp;0.51;Madagascar;Ocean Indien;1
11577;LAURACEAE;Ravensara sp;0.93;Madagascar;Ocean Indien;1
11578;LAURACEAE;Aspidostemon sp;0.81;Madagascar;Ocean Indien;1
11579;LAURACEAE;LAU indéterminé;;Madagascar;Ocean Indien;1
11580;LAURACEAE;Aspidostemon sp;0.75;Madagascar;Ocean Indien;1
11581;LAURACEAE;Ocotea sp;;Madagascar;Ocean Indien;1
11582;LAURACEAE;Potameia sp;0.67;Madagascar;Ocean Indien;1
11583;LAURACEAE;Aspidostemon sp;0.7;Madagascar;Ocean Indien;1
11584;EUPHORBIACEAE;Tannodia sp;0.66;Madagascar;Ocean Indien;1
11585;LAURACEAE;Aspidostemon scintillans (Kosterm.) Rohwer;0.83;Madagascar;Ocean Indien;1
11586;LAURACEAE;Beilschmiedia sericans Kosterm.;0.57;Madagascar;Ocean Indien;1
11587;LAURACEAE;Ocotea sp;;Madagascar;Ocean Indien;1
11588;LAURACEAE;Beilschmiedia sp;0.59;Madagascar;Ocean Indien;1
11589;LAURACEAE;Beilschmiedia cryptocaryoides Kosterm;0.67;Madagascar;Ocean Indien;1
11590;LAURACEAE;Potameia thouarsii Roem. & Schult.;0.66;Madagascar;Ocean Indien;1
11591;LAURACEAE;Potameia sp;0.53;Madagascar;Ocean Indien;1
11592;LAURACEAE;Ravensara sp;0.93;Madagascar;Ocean Indien;1
11593;MELIACEAE;Quivisianthe papinae Baill.;0.96;Madagascar;Ocean Indien;1
11594;MELIACEAE;Quivisianthe sp;0.77;Madagascar;Ocean Indien;1
11595;MELIACEAE;Turraea sericea Sm.;0.76;Madagascar;Ocean Indien;1
11596;MELIACEAE;Turraea sp;0.69;Madagascar;Ocean Indien;1
11597;MELIACEAE;Malleastrum pseudodepauperatum J.F.Leroy;0.61;Madagascar;Ocean Indien;1
11598;MELIACEAE;Malleastrum pseudodepauperatum J.F.Leroy;0.81;Madagascar;Ocean Indien;1
11599;MELIACEAE;Neobeguea mahafaliensis J.F.Leroy;;Madagascar;Ocean Indien;1
11600;MELIACEAE;Malleastrum tampolense J.F.Leroy;0.78;Madagascar;Ocean Indien;1
11601;MELIACEAE;Trichilia sp;0.59;Comores;Ocean Indien;1
11602;RUTACEAE;Cedrelopsis sp;0.94;Madagascar;Ocean Indien;1
11603;RUTACEAE;Cedrelopsis sp;1.1;Madagascar;Ocean Indien;1
11604;EUPHORBIACEAE;Suregada ivorensis (Aubrev. & Pellegr) J.Leonard;0.87;Cote d'Ivoire;Afrique;1
11605;RUBIACEAE;Coffea stenophylla G.Don;0.98;Cote d'Ivoire;Afrique;1
11606;FABACEAE;Dalbergia sp;1.12;Madagascar;Ocean Indien;0
11607;FABACEAE;Dalbergia monticola Bosser & Rabev.;0.74;Madagascar;Ocean Indien;1
11608;FABACEAE;Dalbergia monticola Bosser & Rabev.;0.84;Madagascar;Ocean Indien;1
11609;FABACEAE;Dalbergia sp;;Madagascar;Ocean Indien;0
11610;FABACEAE;Dalbergia sp;;Madagascar;Ocean Indien;0
11611;FABACEAE;Dalbergia sp;;Madagascar;Ocean Indien;0
11612;FABACEAE;Dalbergia chlorocarpa R.Vig.;;Madagascar;Ocean Indien;0
11613;FABACEAE;Dalbergia sp;;Madagascar;Ocean Indien;0
11614;FABACEAE;Dalbergia chlorocarpa R.Vig.;;Madagascar;Ocean Indien;0
11615;FABACEAE;Dalbergia pervillei Vatke;0.98;Madagascar;Ocean Indien;0
11616;LAMIACEAE;Tectona grandis L.f.;;Cote d'Ivoire;Afrique;0
11617;LAMIACEAE;Tectona grandis L.f.;;Cote d'Ivoire;Afrique;0
11618;LAMIACEAE;Tectona grandis L.f.;0.56;Cote d'Ivoire;Afrique;0
11619;LAMIACEAE;Tectona grandis L.f.;;Cote d'Ivoire;Afrique;0
11620;LAMIACEAE;Tectona grandis L.f.;;Cote d'Ivoire;Afrique;0
11621;LAMIACEAE;Tectona grandis L.f.;;Cote d'Ivoire;Afrique;0
11622;MYRTACEAE;Eucalyptus tereticornis J.E.Smith;0.69;Madagascar;Ocean Indien;1
11623;LECYTHIDACEAE;Scytopetalum klaineanum Pierre;0.78;Gabon;Afrique;1
11624;PICRODENDRACEAE;Androstachys johnsonii Prain;0.99;Mozambique;Afrique;0
11625;PERIDISCACEAE;Soyauxia grandifolia Gilg & Stapf;0.86;Liberia;Afrique;1
11626;BURSERACEAE;Aucoumea klaineana Pierre;0.4;Gabon;Afrique;0
11627;BURSERACEAE;Aucoumea klaineana Pierre;0.34;Gabon;Afrique;0
11628;BURSERACEAE;Aucoumea klaineana Pierre;0.31;Gabon;Afrique;0
11629;BURSERACEAE;Aucoumea klaineana Pierre;0.32;Gabon;Afrique;0
11630;BURSERACEAE;Aucoumea klaineana Pierre;0.41;Gabon;Afrique;0
11631;BURSERACEAE;Aucoumea klaineana Pierre;0.37;Gabon;Afrique;0
11632;BURSERACEAE;Aucoumea klaineana Pierre;0.34;Gabon;Afrique;0
11633;BURSERACEAE;Aucoumea klaineana Pierre;0.37;Gabon;Afrique;0
11634;BURSERACEAE;Aucoumea klaineana Pierre;0.34;Gabon;Afrique;0
11635;BURSERACEAE;Aucoumea klaineana Pierre;0.32;Gabon;Afrique;0
11636;BURSERACEAE;Aucoumea klaineana Pierre;0.33;Gabon;Afrique;0
11637;BURSERACEAE;Aucoumea klaineana Pierre;0.38;Gabon;Afrique;0
11638;EBENACEAE;Diospyros vera (Lour.) A.Chev.;0.95;Mali;Afrique;0
11639;BORAGINACEAE;Ehretia cymosa Thonn.;0.46;Gabon;Afrique;1
11640;SALICACEAE;Homalium longistylum Mast.;0.93;Gabon;Afrique;1
11641;CHRYSOBALANACEAE;Parinari hypochrysea Mildbr.;0.79;Gabon;Afrique;1
11642;ANACARDIACEAE;Trichoscypha sp;0.67;Gabon;Afrique;1
11643;CHRYSOBALANACEAE;Maranthes gabunensis (Engl.) Prance;1.03;Gabon;Afrique;1
11644;CAESALPINIACEAE;Bikinia durandii (Halle & Normand) Wieringa;0.73;Gabon;Afrique;1
11645;OLACACEAE;Heisteria zimmereri Engl.;0.95;Gabon;Afrique;1
11646;CAESALPINIACEAE;Tetraberlinia moreliana Aubrev.;0.55;Gabon;Afrique;1
11647;DIPTEROCARPACEAE;Marquesia excelsa R.E.Fries;1.06;Gabon;Afrique;1
11648;ARECACEAE;Elaeis guineensis Jacq.;;Gabon;Afrique;0
11649;LECYTHIDACEAE;Lecythis pisonis Cambess.;1.08;Bresil n.p.;Amerique du Sud;0
11650;RUBIACEAE;Morinda lucida Benth.;0.63;Cote d'Ivoire;Afrique;1
11651;CAESALPINIACEAE;Afzelia sp;0.78;Cameroun;Afrique;0
11652;MORACEAE;Milicia excelsa (Welw.) C.C.Berg;0.56;Cote d'Ivoire;Afrique;1
11653;PINACEAE;Abies pindrow Royle;;Inde;Asie continentale;0
11654;PINACEAE;Abies spectabilis (D.Don) Spach;;Inde;Asie continentale;0
11655;MIMOSACEAE;Acacia nilotica Willd. ex Delile;0.84;Inde;Asie continentale;0
11656;MIMOSACEAE;Acacia chundra Willd.;1;Inde;Asie continentale;0
11657;SAPINDACEAE;Acer oblongum Wall. ex DC.;0.51;Inde;Asie continentale;0
11658;CAESALPINIACEAE;Acrocarpus fraxinifolius  Arn.;0.56;Inde;Asie continentale;0
11659;RUBIACEAE;Haldina cordifolia (Roxb.) Ridsd.;0.68;Inde;Asie continentale;0
11660;MELIACEAE;Aglaia edulis (Roxb.) Wall.;0.87;Inde;Asie continentale;0
11661;MIMOSACEAE;Albizia lebbeck (L.) Benth.;;Inde;Asie continentale;0
11662;MIMOSACEAE;Albizia odoratissima (L.f.) Benth.;0.73;Inde;Asie continentale;0
11663;MIMOSACEAE;Albizia procera (Roxb.) Benth.;0.5;Inde;Asie continentale;0
11664;MELIACEAE;Aglaia spectabilis (Miq.) S.S.Jain & Bennet;0.6;Inde;Asie continentale;0
11665;COMBRETACEAE;Anogeissus latifolia Wall. ex Guill. & Perr.;0.95;Inde;Asie continentale;0
11666;RUBIACEAE;Neolamarckia cadamba (Roxb.) Bosser;0.43;Inde;Asie continentale;0
11667;ACANTHACEAE;Avicennia marina (Forssk.) Vierh.;0.87;Inde;Asie continentale;0
11668;PHYLLANTHACEAE;Bischofia javanica Blume;;Inde;Asie continentale;0
11669;BETULACEAE;Betula alnoides Buch.-Ham.;0.57;Inde;Asie continentale;0
11670;PHYLLANTHACEAE;Bischofia javanica Blume;;Inde;Asie continentale;0
11671;BURSERACEAE;Boswellia serrata Roxb.;0.5;Inde;Asie continentale;0
11672;CALOPHYLLACEAE;Calophyllum tomentosum Wight;0.58;Inde;Asie continentale;0
11673;MELIACEAE;Xylocarpus granatum Koenig;0.72;Inde;Asie continentale;0
11674;MELIACEAE;Toona ciliata M.Roem.;;Inde;Asie continentale;0
11675;MELIACEAE;Toona ciliata M.Roem.;0.44;Inde;Asie continentale;0
11676;PINACEAE;Cedrus deodara (Roxb.) G. Don;0.55;Inde;Asie continentale;0
11677;RUTACEAE;Chloroxylon swietenia A.DC.;0.93;Inde;Asie continentale;0
11678;MELIACEAE;Chukrasia tabularis Juss.;0.61;Inde;Asie continentale;0
11679;LAURACEAE;Cinnamomum glaucescens Hand.-Mazz.;0.52;Inde;Asie continentale;0
11680;PHYLLANTHACEAE;Cleistanthus collinus (Roxb.) Benth.;0.89;Inde;Asie continentale;0
11681;BORAGINACEAE;Cordia macleodii Hook.f.;0.83;Inde;Asie continentale;0
11682;CUPRESSACEAE;Cupressus torulosa D.Don ex Lamb.;;Inde;Asie continentale;0
11683;FABACEAE;Dalbergia latifolia Roxb.;0.8;Inde;Asie continentale;0
11684;FABACEAE;Dalbergia sissoo Roxb. ex DC.;;Inde;Asie continentale;0
11685;LYTHRACEAE;Duabanga grandiflora (Roxb. ex DC.) Walp.;;Inde;Asie continentale;0
11686;SAPOTACEAE;Palaquium ellipticum (Dalzell) Baill.;0.69;Inde;Asie continentale;0
11687;DILLENIACEAE;Dillenia indica Blanco;0.66;Inde;Asie continentale;0
11688;EBENACEAE;Diospyros melanoxylon Roxb.;;Inde;Asie continentale;0
11689;DIPTEROCARPACEAE;Dipterocarpus sp;;Inde;Asie continentale;0
11690;MELIACEAE;Dysoxylum malabaricum Bedd. ex C.DC.;0.65;Inde;Asie continentale;0
11691;EUPHORBIACEAE;Endospermum diadenum (Miq.) Airy Shaw;0.32;Inde;Asie continentale;0
11692;MYRTACEAE;Syzygium gardneri Thwaites;0.85;Inde;Asie continentale;0
11693;MYRTACEAE;Syzygium cumini Skeels;;Inde;Asie continentale;0
11694;OLEACEAE;Fraxinus floribunda Wall.;0.69;Inde;Asie continentale;0
11695;RUBIACEAE;Gardenia latifolia Aiton;0.76;Inde;Asie continentale;0
11696;BURSERACEAE;Garuga pinnata Roxb.;1.1;Inde;Asie continentale;0
11697;LAMIACEAE;Gmelina arborea Roxb.;;Inde;Asie continentale;0
11698;MAGNOLIACEAE;Magnolia sp;;Inde;Asie continentale;0
11699;CAESALPINIACEAE;Hardwickia binata Roxb.;1.07;Inde;Asie continentale;0
11700;MALVACEAE;Heritiera littoralis Aiton;;Inde;Asie continentale;0
11701;ULMACEAE;Holoptelea integrifolia Planch.;;Inde;Asie continentale;0
11702;SALICACEAE;Homalium tomentosum Benth.;0.87;Inde;Asie continentale;0
11703;DIPTEROCARPACEAE;Hopea parviflora Bedd.;0.9;Inde;Asie continentale;0
11704;RUBIACEAE;Hymenodictyon orixense (Roxb.) Mabb.;0.52;Inde;Asie continentale;0
11705;JUGLANDACEAE;Juglans regia L.;0.56;Inde;Asie continentale;0
